scene_token,attack,k,xgb_prob,top1_gene,top1_category,top_k_genes,ade_attacked,ade_mitigated,is_fail,is_flip,improvement_m
7f572219da4e5fd4,DigitalNoise,5,0.3447900414466858,edge_mean,edge_freq,edge_mean|lbp_entropy|shadow_ratio|spectral_centroid|hue_mean,6.6861677169799805,2.9246327877044678,1,0,3.7615349292755127
472899393e8f55e1,DigitalNoise,5,0.4934868812561035,road_luma_mean,luma,road_luma_mean|luma_skew|lbp_entropy|edge_mean|lbp_uniformity,0.0,0.38985323905944824,0,0,-0.38985323905944824
73bc1971e0735c22,DigitalNoise,5,0.6567187905311584,edge_mean,edge_freq,edge_mean|lbp_entropy|low_freq_ratio|luma_skew|glcm_contrast,1.4073837995529175,1.4073837995529175,0,0,0.0
676880c7e31252c0,DigitalNoise,5,0.15020139515399933,lbp_entropy,edge_freq,lbp_entropy|hue_mean|sat_std|spectral_centroid|glcm_contrast,1.6856486797332764,2.3345112800598145,0,0,-0.6488626003265381
0616f9723c60524d,DigitalNoise,5,0.31057029962539673,edge_mean,edge_freq,edge_mean|low_freq_ratio|lbp_entropy|hue_mean|shadow_ratio,1.054288387298584,1.4267160892486572,0,0,-0.37242770195007324
c672f1584cb75697,DigitalNoise,5,0.19902507960796356,lbp_entropy,edge_freq,lbp_entropy|glcm_contrast|road_luma_std|sat_std|hue_mean,0.9026352763175964,0.519439697265625,0,0,0.38319557905197144
efe0cf18491855e6,DigitalNoise,5,0.3654938340187073,mid_freq_ratio,other,mid_freq_ratio|sat_std|shadow_ratio|lbp_uniformity|mean_luma,2.635920524597168,1.8710306882858276,1,1,0.7648898363113403
616ead76f75f5b62,DigitalNoise,5,0.2285050004720688,shadow_ratio,luma,shadow_ratio|lbp_entropy|lbp_uniformity|hue_std|std_luma,0.4442804753780365,0.7678395509719849,0,0,-0.32355907559394836
ccd1908db4765e03,DigitalNoise,5,0.09913062304258347,sat_std,color,sat_std|hue_std|highlight_ratio|val_mean|shadow_ratio,2.1576318740844727,6.129598617553711,1,0,-3.9719667434692383
03269d4ad9e45809,DigitalNoise,5,0.5085514783859253,shadow_ratio,luma,shadow_ratio|mean_luma|lbp_entropy|sat_std|hue_mean,2.3588056564331055,2.00062894821167,1,0,0.35817670822143555
e309a82b568d5669,DigitalNoise,5,0.13938501477241516,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|spectral_centroid|glcm_contrast|hue_std,0.871685266494751,2.827897310256958,0,0,-1.956212043762207
d3d7a91aff375fc5,DigitalNoise,5,0.4412398338317871,shadow_ratio,luma,shadow_ratio|lbp_entropy|sat_std|high_freq_ratio|mean_luma,2.0772457122802734,4.481285095214844,1,0,-2.4040393829345703
6ef9b5c13bb952cd,DigitalNoise,5,0.823596179485321,edge_mean,edge_freq,edge_mean|lbp_entropy|low_freq_ratio|road_luma_mean|std_luma,0.6599922180175781,2.5215704441070557,0,0,-1.8615782260894775
33fcb42a03535525,DigitalNoise,5,0.45000195503234863,edge_mean,edge_freq,edge_mean|lbp_entropy|low_freq_ratio|hue_mean|mean_luma,0.8995864987373352,1.4304099082946777,0,0,-0.5308234095573425
dd2b5010e1d25d72,DigitalNoise,5,0.0760396271944046,lbp_entropy,edge_freq,lbp_entropy|spectral_centroid|sat_std|hue_std|high_freq_ratio,4.844438552856445,6.105412483215332,1,0,-1.2609739303588867
7f86145a2a8a514b,DigitalNoise,5,0.28626951575279236,lbp_entropy,edge_freq,lbp_entropy|lbp_uniformity|mean_luma|std_luma|luma_skew,0.7644122838973999,1.107774019241333,0,0,-0.3433617353439331
e5d91842b228552a,DigitalNoise,5,0.11128131300210953,lbp_entropy,edge_freq,lbp_entropy|glcm_contrast|val_std|mean_luma|std_luma,0.41902193427085876,0.0,0,0,0.41902193427085876
55dab3d9ebd95046,DigitalNoise,5,0.18622523546218872,shadow_ratio,luma,shadow_ratio|lbp_entropy|low_freq_ratio|hue_mean|mean_luma,0.0,7.9559478759765625,0,0,-7.9559478759765625
9c42f5a9d56c5ebf,DigitalNoise,5,0.5162158012390137,edge_mean,edge_freq,edge_mean|road_luma_mean|lbp_entropy|low_freq_ratio|lane_line_count,0.6619426608085632,2.2998199462890625,0,0,-1.6378772854804993
400a99ae89275e4d,DigitalNoise,5,0.5845170021057129,edge_mean,edge_freq,edge_mean|std_luma|lbp_entropy|luma_skew|highlight_ratio,1.2450778484344482,0.829377293586731,0,0,0.4157005548477173
