scene_token,attack,k,xgb_prob,top1_gene,top1_category,top_k_genes,ade_attacked,ade_mitigated,is_fail,is_flip,improvement_m
7f572219da4e5fd4,Rain,5,0.4895983040332794,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|mean_luma|hue_mean|low_freq_ratio,8.909494400024414,2.9246327877044678,1,0,5.984861612319946
472899393e8f55e1,Rain,5,0.29385706782341003,shadow_ratio,luma,shadow_ratio|road_luma_std|hue_mean|lbp_entropy|mean_luma,0.0,0.0,0,0,0.0
73bc1971e0735c22,Rain,5,0.29004377126693726,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|mean_luma|low_freq_ratio|mid_freq_ratio,1.6535098552703857,0.8527930378913879,0,0,0.8007168173789978
676880c7e31252c0,Rain,5,0.29700347781181335,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|lane_line_count|mean_luma|hue_std,1.356801152229309,1.1393802165985107,0,0,0.21742093563079834
0616f9723c60524d,Rain,5,0.21336910128593445,shadow_ratio,luma,shadow_ratio|lbp_entropy|low_freq_ratio|mean_luma|high_freq_ratio,0.8204939365386963,0.24449726939201355,0,0,0.5759966671466827
c672f1584cb75697,Rain,5,0.36759617924690247,shadow_ratio,luma,shadow_ratio|sat_std|lane_line_count|hue_std|lbp_entropy,8.185181617736816,5.4420976638793945,1,0,2.743083953857422
efe0cf18491855e6,Rain,5,0.29571571946144104,road_luma_std,luma,road_luma_std|shadow_ratio|mid_freq_ratio|lane_line_count|mean_luma,1.8710306882858276,1.8710306882858276,0,0,0.0
616ead76f75f5b62,Rain,5,0.09963460266590118,lane_line_count,other,lane_line_count|mean_luma|shadow_ratio|road_luma_std|hue_std,0.4442804753780365,0.4442804753780365,0,0,0.0
ccd1908db4765e03,Rain,5,0.3102906048297882,road_luma_std,luma,road_luma_std|shadow_ratio|lane_line_count|luma_skew|sat_mean,1.0315443277359009,0.6893633008003235,0,0,0.3421810269355774
03269d4ad9e45809,Rain,5,0.2262996882200241,shadow_ratio,luma,shadow_ratio|sat_std|mean_luma|hue_std|lane_line_count,2.3588056564331055,1.8027586936950684,1,1,0.5560469627380371
e309a82b568d5669,Rain,5,0.13524867594242096,shadow_ratio,luma,shadow_ratio|lbp_entropy|val_std|hue_std|lane_line_count,4.392796993255615,2.827897310256958,1,0,1.5648996829986572
d3d7a91aff375fc5,Rain,5,0.1941489726305008,shadow_ratio,luma,shadow_ratio|sat_std|lane_line_count|mean_luma|hue_std,8.703227996826172,0.3108111619949341,1,1,8.392416834831238
6ef9b5c13bb952cd,Rain,5,0.1438487470149994,shadow_ratio,luma,shadow_ratio|hue_mean|road_luma_std|lbp_entropy|mean_luma,5.424365043640137,1.4619007110595703,1,1,3.9624643325805664
33fcb42a03535525,Rain,5,0.3928753733634949,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|glcm_contrast|spectral_centroid,1.0202723741531372,0.8995864987373352,0,0,0.120685875415802
dd2b5010e1d25d72,Rain,5,0.1473418027162552,sat_std,color,sat_std|lane_line_count|road_luma_std|hue_std|val_std,2.4071145057678223,2.4071145057678223,1,0,0.0
7f86145a2a8a514b,Rain,5,0.3343336582183838,shadow_ratio,luma,shadow_ratio|hue_mean|edge_density|mean_luma|road_luma_std,1.107774019241333,1.107774019241333,0,0,0.0
e5d91842b228552a,Rain,5,0.18831853568553925,hue_mean,color,hue_mean|road_luma_std|lane_line_count|edge_density|mean_luma,0.0,4.81710958480835,0,0,-4.81710958480835
55dab3d9ebd95046,Rain,5,0.3011370003223419,shadow_ratio,luma,shadow_ratio|lbp_entropy|sat_std|mean_luma|road_luma_std,0.0,1.3276264667510986,0,0,-1.3276264667510986
9c42f5a9d56c5ebf,Rain,5,0.15399965643882751,shadow_ratio,luma,shadow_ratio|mean_luma|hue_mean|low_freq_ratio|lbp_entropy,1.2171093225479126,2.378138542175293,0,0,-1.1610292196273804
400a99ae89275e4d,Rain,5,0.32595840096473694,lbp_entropy,edge_freq,lbp_entropy|low_freq_ratio|mid_freq_ratio|shadow_ratio|mean_luma,8.591168403625488,0.8633843660354614,1,1,7.727784037590027
823f87e2960853d9,Rain,5,0.3641712963581085,shadow_ratio,luma,shadow_ratio|road_luma_std|sat_std|lane_line_count|hue_std,1.4130640029907227,6.471978664398193,0,0,-5.058914661407471
40d24af6505f50c9,Rain,5,0.10207851976156235,shadow_ratio,luma,shadow_ratio|lane_line_count|mean_luma|hue_mean|glcm_contrast,3.147439479827881,1.641254186630249,1,1,1.5061852931976318
5cfbf7afa66458c3,Rain,5,0.26076942682266235,shadow_ratio,luma,shadow_ratio|lane_line_count|hue_std|std_luma|luma_mean,0.8269646167755127,0.6213096380233765,0,0,0.20565497875213623
3b6f7096a2cf5621,Rain,5,0.1538083851337433,shadow_ratio,luma,shadow_ratio|low_freq_ratio|hue_mean|mean_luma|lbp_entropy,2.2141847610473633,0.864902138710022,1,1,1.3492826223373413
aee53565120f533b,Rain,5,0.22545604407787323,shadow_ratio,luma,shadow_ratio|lbp_entropy|hue_mean|mean_luma|low_freq_ratio,0.4873597323894501,2.048912286758423,0,0,-1.5615525543689728
94ec2c53ddbc5dae,Rain,5,0.2507048547267914,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|hue_mean|low_freq_ratio,10.443496704101562,3.2954580783843994,1,0,7.148038625717163
5ca7353cbe4a5cf7,Rain,5,0.12649397552013397,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|hue_mean|glcm_contrast,1.1017920970916748,0.4392379820346832,0,0,0.6625541150569916
72779ff1ead25f44,Rain,5,0.31127750873565674,shadow_ratio,luma,shadow_ratio|lbp_entropy|mean_luma|hue_mean|glcm_contrast,4.406469345092773,2.9660143852233887,1,0,1.4404549598693848
419ff14e34c45d7f,Rain,5,0.14012914896011353,shadow_ratio,luma,shadow_ratio|lbp_entropy|hue_std|val_std|glcm_contrast,5.941317558288574,6.235361099243164,1,0,-0.29404354095458984
95f42de7bd075f88,Rain,5,0.3343143165111542,shadow_ratio,luma,shadow_ratio|lbp_uniformity|road_luma_std|val_std|hue_std,1.3336129188537598,3.7861318588256836,0,0,-2.452518939971924
f6a5c2b1f50d5afc,Rain,5,0.40122637152671814,shadow_ratio,luma,shadow_ratio|lane_line_count|road_luma_std|luma_skew|hue_mean,0.8118687272071838,5.97601318359375,0,0,-5.164144456386566
49c2b08936335901,Rain,5,0.21918226778507233,lbp_entropy,edge_freq,lbp_entropy|shadow_ratio|mean_luma|hue_std|glcm_contrast,2.675333261489868,5.124141216278076,1,0,-2.448807954788208
