scene_token,attack,k,xgb_prob,top1_gene,top1_category,top_k_genes,ade_attacked,ade_mitigated,is_fail,is_flip,improvement_m
7f572219da4e5fd4,Rain,5,0.004746107384562492,hue_mean,color,hue_mean|lbp_entropy|val_std|sat_std|shadow_ratio,0.808489203453064,0.7271395921707153,0,0,0.08134961128234863
472899393e8f55e1,Rain,5,0.004667332861572504,sat_std,color,sat_std|hue_mean|val_std|edge_density|dynamic_range,0.0,0.0,0,0,0.0
73bc1971e0735c22,Rain,5,0.007703760638833046,lbp_entropy,edge_freq,lbp_entropy|lbp_uniformity|hue_mean|hue_std|glcm_contrast,0.8811966776847839,0.8811966776847839,0,0,0.0
676880c7e31252c0,Rain,5,0.004418103490024805,lbp_entropy,edge_freq,lbp_entropy|hue_mean|val_std|edge_density|shadow_ratio,2.103626012802124,2.103626012802124,1,0,0.0
0616f9723c60524d,Rain,5,0.002488840604200959,lbp_entropy,edge_freq,lbp_entropy|val_std|sat_std|hue_mean|lbp_uniformity,0.527214527130127,0.6174231767654419,0,0,-0.09020864963531494
c672f1584cb75697,Rain,5,0.0045944806188344955,lbp_entropy,edge_freq,lbp_entropy|edge_density|val_std|hue_mean|low_freq_ratio,1.2773125171661377,1.2773125171661377,0,0,0.0
efe0cf18491855e6,Rain,5,0.0012384328292682767,lbp_entropy,edge_freq,lbp_entropy|val_std|lane_line_density|edge_density|shadow_ratio,3.611750602722168,4.245334148406982,1,0,-0.6335835456848145
616ead76f75f5b62,Rain,5,0.0008598631829954684,glcm_contrast,edge_freq,glcm_contrast|spectral_centroid|val_std|lane_line_density|vehicle_loss,1.2047007083892822,1.0275615453720093,0,0,0.17713916301727295
ccd1908db4765e03,Rain,5,0.0046338289976119995,sat_std,color,sat_std|val_std|shadow_ratio|sat_mean|luma_skew,2.7933502197265625,2.7933502197265625,1,0,0.0
03269d4ad9e45809,Rain,5,0.0031595644541084766,lbp_entropy,edge_freq,lbp_entropy|sat_std|val_std|mid_freq_ratio|dynamic_range,1.6271018981933594,1.6240425109863281,0,0,0.00305938720703125
e309a82b568d5669,Rain,5,0.0049744537100195885,lbp_entropy,edge_freq,lbp_entropy|val_std|mid_freq_ratio|lbp_uniformity|shadow_ratio,4.311702251434326,4.833089828491211,1,0,-0.5213875770568848
d3d7a91aff375fc5,Rain,5,0.0020367400720715523,lbp_entropy,edge_freq,lbp_entropy|hue_mean|val_std|glcm_contrast|vehicle_loss,1.3896534442901611,1.3896534442901611,0,0,0.0
6ef9b5c13bb952cd,Rain,5,0.008078095503151417,hue_mean,color,hue_mean|val_std|low_freq_ratio|mid_freq_ratio|std_luma,0.8499582409858704,0.8499582409858704,0,0,0.0
33fcb42a03535525,Rain,5,0.022669717669487,sat_std,color,sat_std|val_std|hue_mean|lbp_entropy|high_freq_ratio,1.1514391899108887,0.4227610230445862,0,0,0.7286781668663025
dd2b5010e1d25d72,Rain,5,0.0020130148623138666,lbp_entropy,edge_freq,lbp_entropy|val_std|sat_std|lbp_uniformity|hue_mean,1.117133617401123,2.373701333999634,0,0,-1.2565677165985107
7f86145a2a8a514b,Rain,5,0.0033034207299351692,sat_std,color,sat_std|hue_mean|val_std|sat_mean|spectral_centroid,0.6239441633224487,0.9862345457077026,0,0,-0.3622903823852539
e5d91842b228552a,Rain,5,0.0037639171350747347,luma_skew,luma,luma_skew|hue_mean|val_std|dynamic_range|lbp_uniformity,0.5481177568435669,0.5481177568435669,0,0,0.0
55dab3d9ebd95046,Rain,5,0.0025963105726987123,lbp_entropy,edge_freq,lbp_entropy|val_std|glcm_contrast|shadow_ratio|low_freq_ratio,1.8130196332931519,1.9695384502410889,0,0,-0.156518816947937
9c42f5a9d56c5ebf,Rain,5,0.02479294314980507,sat_std,color,sat_std|val_std|mid_freq_ratio|hue_mean|low_freq_ratio,0.9462227821350098,0.7837351560592651,0,0,0.16248762607574463
400a99ae89275e4d,Rain,5,0.019565248861908913,mid_freq_ratio,other,mid_freq_ratio|sat_std|lbp_entropy|val_std|low_freq_ratio,4.492033958435059,2.46610164642334,1,0,2.0259323120117188
